name,description,alias,type,has_cli,has_native_addon,has_wasm,related
random/levy,Generate pseudorandom numbers drawn from a Lévy distribution.,,,false,false,false,
random/logistic,Generate pseudorandom numbers drawn from a logistic distribution.,,,false,false,false,
random/lognormal,Generate pseudorandom numbers drawn from a lognormal distribution.,,,false,false,false,
random/negative-binomial,Generate pseudorandom numbers drawn from a negative binomial distribution.,,,false,false,false,
random/normal,Generate pseudorandom numbers drawn from a normal distribution.,,,false,false,false,
random,Random numbers.,,,false,false,false,
random/pareto-type1,Generate pseudorandom numbers drawn from a Pareto (Type I) distribution.,,,false,false,false,
random/poisson,Generate pseudorandom numbers drawn from a Poisson distribution.,,,false,false,false,
random/rayleigh,Generate pseudorandom numbers drawn from a Rayleigh distribution.,,,false,false,false,
random/sample,Sample elements from an array-like object.,sample,Function,false,false,false,
random/shuffle,Shuffle elements of an array-like object.,shuffle,Function,false,false,false,random/sample
random/streams/arcsine,Create a readable stream for generating pseudorandom numbers drawn from an arcsine distribution.,random.streams.arcsine,Function,true,false,false,random/base/arcsine;random/iter/arcsine
random/streams/bernoulli,Create a readable stream for generating pseudorandom numbers drawn from a Bernoulli distribution.,random.streams.bernoulli,Function,true,false,false,random/base/bernoulli;random/iter/bernoulli
random/streams/beta,Create a readable stream for generating pseudorandom numbers drawn from a beta distribution.,random.streams.beta,Function,true,false,false,random/base/beta;random/iter/beta
random/streams/betaprime,Create a readable stream for generating pseudorandom numbers drawn from a beta prime distribution.,random.streams.betaprime,Function,true,false,false,random/base/betaprime;random/iter/betaprime
random/streams/binomial,Create a readable stream for generating pseudorandom numbers drawn from a binomial distribution.,random.streams.binomial,Function,true,false,false,random/base/binomial;random/iter/binomial
random/streams/box-muller,Create a readable stream for generating pseudorandom numbers drawn from a standard normal distribution using the Box-Muller transform.,random.streams.boxMuller,Function,true,false,false,random/base/box-muller;random/iter/box-muller;random/streams/improved-ziggurat;random/streams/randn
random/streams/cauchy,Create a readable stream for generating pseudorandom numbers drawn from a Cauchy distribution.,random.streams.cauchy,Function,true,false,false,random/base/cauchy;random/iter/cauchy
random/streams/chi,Create a readable stream for generating pseudorandom numbers drawn from a chi distribution.,random.streams.chi,Function,true,false,false,random/base/chi;random/iter/chi
random/streams/chisquare,Create a readable stream for generating pseudorandom numbers drawn from a chi-square distribution.,random.streams.chisquare,Function,true,false,false,random/base/chisquare;random/iter/chisquare
random/streams/cosine,Create a readable stream for generating pseudorandom numbers drawn from a raised cosine distribution.,random.streams.cosine,Function,true,false,false,random/base/cosine;random/iter/cosine
random/streams/discrete-uniform,Create a readable stream for generating pseudorandom numbers drawn from a discrete uniform distribution.,random.streams.discreteUniform,Function,true,false,false,random/base/discrete-uniform;random/iter/discrete-uniform
random/streams/erlang,Create a readable stream for generating pseudorandom numbers drawn from an Erlang distribution.,random.streams.erlang,Function,true,false,false,random/base/erlang;random/iter/erlang
random/streams/exponential,Create a readable stream for generating pseudorandom numbers drawn from an exponential distribution.,random.streams.exponential,Function,true,false,false,random/base/exponential;random/iter/exponential
random/streams/f,Create a readable stream for generating pseudorandom numbers drawn from an F distribution.,random.streams.f,Function,true,false,false,random/base/f;random/iter/f
random/streams/frechet,Create a readable stream for generating pseudorandom numbers drawn from a Fréchet distribution.,random.streams.frechet,Function,true,false,false,random/base/frechet;random/iter/frechet
random/streams/gamma,Create a readable stream for generating pseudorandom numbers drawn from a gamma distribution.,random.streams.gamma,Function,true,false,false,random/base/gamma;random/iter/gamma
random/streams/geometric,Create a readable stream for generating pseudorandom numbers drawn from a geometric distribution.,random.streams.geometric,Function,true,false,false,random/base/geometric;random/iter/geometric
random/streams/gumbel,Create a readable stream for generating pseudorandom numbers drawn from a Gumbel distribution.,random.streams.gumbel,Function,true,false,false,random/base/gumbel;random/iter/gumbel
random/streams/hypergeometric,Create a readable stream for generating pseudorandom numbers drawn from a hypergeometric distribution.,random.streams.hypergeometric,Function,true,false,false,random/base/hypergeometric;random/iter/hypergeometric
random/streams/improved-ziggurat,Create a readable stream for generating pseudorandom numbers drawn from a standard normal distribution using the Improved Ziggurat algorithm.,random.streams.improvedZiggurat,Function,true,false,false,random/base/improved-ziggurat;random/iter/improved-ziggurat;random/streams/box-muller;random/streams/randn
random/streams/invgamma,Create a readable stream for generating pseudorandom numbers drawn from an inverse gamma distribution.,random.streams.invgamma,Function,true,false,false,random/base/invgamma;random/iter/invgamma
random/streams/kumaraswamy,Create a readable stream for generating pseudorandom numbers drawn from a Kumaraswamy's double bounded distribution.,random.streams.kumaraswamy,Function,true,false,false,random/base/kumaraswamy;random/iter/kumaraswamy
random/streams/laplace,Create a readable stream for generating pseudorandom numbers drawn from a Laplace (double exponential) distribution.,random.streams.laplace,Function,true,false,false,random/base/laplace;random/iter/laplace
random/streams/levy,Create a readable stream for generating pseudorandom numbers drawn from a Lévy distribution.,random.streams.levy,Function,true,false,false,random/base/levy;random/iter/levy
random/streams/logistic,Create a readable stream for generating pseudorandom numbers drawn from a logistic distribution.,random.streams.logistic,Function,true,false,false,random/base/logistic;random/iter/logistic
random/streams/lognormal,Create a readable stream for generating pseudorandom numbers drawn from a lognormal distribution.,random.streams.lognormal,Function,true,false,false,random/base/lognormal;random/iter/lognormal
random/streams/minstd-shuffle,Create a readable stream for a linear congruential pseudorandom number generator (LCG) whose output is shuffled.,random.streams.minstdShuffle,Function,true,false,false,random/base/minstd-shuffle;random/iter/minstd-shuffle;random/streams/minstd;random/streams/mt19937;random/streams/randi;random/streams/randu
random/streams/minstd,Create a readable stream for a linear congruential pseudorandom number generator (LCG) based on Park and Miller.,random.streams.minstd,Function,true,false,false,random/base/minstd;random/iter/minstd;random/streams/minstd-shuffle;random/streams/mt19937;random/streams/randi;random/streams/randu
random/streams/mt19937,Create a readable stream for a 32-bit Mersenne Twister pseudorandom number generator.,random.streams.mt19937,Function,true,false,false,random/base/mt19937;random/iter/mt19937;random/streams/minstd;random/streams/minstd-shuffle;random/streams/randi;random/streams/randu
random/streams/negative-binomial,Create a readable stream for generating pseudorandom numbers drawn from a negative binomial distribution.,random.streams.negativeBinomial,Function,true,false,false,random/base/negative-binomial;random/iter/negative-binomial
random/streams/normal,Create a readable stream for generating pseudorandom numbers drawn from a normal distribution.,random.streams.normal,Function,true,false,false,random/base/normal;random/iter/normal
random/streams,Pseudorandom number generator streams.,,,false,false,false,
random/streams/pareto-type1,Create a readable stream for generating pseudorandom numbers drawn from a Pareto (Type I) distribution.,random.streams.pareto1,Function,true,false,false,random/base/pareto-type1;random/iter/pareto-type1
random/streams/poisson,Create a readable stream for generating pseudorandom numbers drawn from a Poisson distribution.,random.streams.poisson,Function,true,false,false,random/base/poisson;random/iter/poisson
random/streams/randi,Create a readable stream for generating pseudorandom numbers having integer values.,random.streams.randi,Function,true,false,false,random/base/randi;random/iter/randi;random/streams/randu
random/streams/randn,Create a readable stream for generating pseudorandom numbers drawn from a standard normal distribution.,random.streams.randn,Function,true,false,false,random/base/randn;random/iter/randn;random/streams/box-muller;random/streams/improved-ziggurat
random/streams/randu,Create a readable stream for generating uniformly distributed pseudorandom numbers between 0 and 1.,random.streams.randu,Function,true,false,false,random/base/randu;random/iter/randu;random/streams/randi
random/streams/rayleigh,Create a readable stream for generating pseudorandom numbers drawn from a Rayleigh distribution.,random.streams.rayleigh,Function,true,false,false,random/base/rayleigh;random/iter/rayleigh
random/streams/t,Create a readable stream for generating pseudorandom numbers drawn from a Student's t distribution.,random.streams.t,Function,true,false,false,random/base/t;random/iter/t
random/streams/triangular,Create a readable stream for generating pseudorandom numbers drawn from a triangular distribution.,random.streams.triangular,Function,true,false,false,random/base/triangular;random/iter/triangular
random/streams/uniform,Create a readable stream for generating pseudorandom numbers drawn from a uniform distribution.,random.streams.uniform,Function,true,false,false,random/base/uniform;random/iter/uniform
random/streams/weibull,Create a readable stream for generating pseudorandom numbers drawn from a Weibull distribution.,random.streams.weibull,Function,true,false,false,random/base/weibull;random/iter/weibull
random/strided/arcsine,Fill a strided array with pseudorandom numbers drawn from an arcsine distribution.,random.strided.arcsine,Function,false,false,false,random/base/arcsine;random/array/arcsine
random/strided/bernoulli,Fill a strided array with pseudorandom numbers drawn from a Bernoulli distribution.,random.strided.bernoulli,Function,false,false,false,random/base/bernoulli;random/array/bernoulli
random/strided/beta,Fill a strided array with pseudorandom numbers drawn from a beta distribution.,random.strided.beta,Function,false,false,false,random/base/beta;random/array/beta
random/strided/betaprime,Fill a strided array with pseudorandom numbers drawn from a beta prime distribution.,random.strided.betaprime,Function,false,false,false,random/base/betaprime;random/array/betaprime
random/strided/chi,Fill a strided array with pseudorandom numbers drawn from a chi distribution.,random.strided.chi,Function,false,false,false,random/base/chi;random/array/chi
random/strided/chisquare,Fill a strided array with pseudorandom numbers drawn from a chi-square distribution.,random.strided.chisquare,Function,false,false,false,random/base/chisquare;random/array/chisquare
random/strided/cosine,Fill a strided array with pseudorandom numbers drawn from a raised cosine distribution.,random.strided.cosine,Function,false,false,false,random/base/cosine;random/array/cosine
random/strided/discrete-uniform,Fill a strided array with pseudorandom numbers drawn from a discrete uniform distribution.,random.strided.discreteUniform,Function,false,false,false,random/base/discrete-uniform;random/array/discrete-uniform;random/strided/uniform
random/strided/exponential,Fill a strided array with pseudorandom numbers drawn from an exponential distribution.,random.strided.exponential,Function,false,false,false,random/base/exponential;random/array/exponential
random/strided/gamma,Fill a strided array with pseudorandom numbers drawn from a gamma distribution.,random.strided.gamma,Function,false,false,false,random/base/gamma;random/array/gamma
random/strided/geometric,Fill a strided array with pseudorandom numbers drawn from a geometric distribution.,random.strided.geometric,Function,false,false,false,random/base/geometric;random/array/geometric
random/strided/invgamma,Fill a strided array with pseudorandom numbers drawn from an inverse gamma distribution.,random.strided.invgamma,Function,false,false,false,random/base/invgamma;random/array/invgamma
random/strided/lognormal,Fill a strided array with pseudorandom numbers drawn from a lognormal distribution.,random.strided.lognormal,Function,false,false,false,random/base/lognormal;random/array/lognormal
random/strided/minstd-shuffle,Fill a strided array with pseudorandom numbers generated using a linear congruential pseudorandom number generator (LCG) whose output is shuffled.,random.strided.minstdShuffle,Function,false,false,false,random/base/minstd-shuffle;random/array/minstd-shuffle;random/strided/minstd;random/strided/randu
random/strided/minstd,Fill a strided array with pseudorandom numbers generated using a linear congruential pseudorandom number generator (LCG).,random.strided.minstd,Function,false,false,false,random/base/minstd;random/array/minstd;random/strided/minstd-shuffle;random/strided/randu
random/strided/mt19937,Fill a strided array with pseudorandom numbers generated using a 32-bit Mersenne Twister pseudorandom number generator.,random.strided.mt19937,Function,false,false,false,random/base/mt19937;random/array/mt19937;random/strided/randu
random/strided/normal,Fill a strided array with pseudorandom numbers drawn from a normal distribution.,random.strided.normal,Function,false,false,false,random/base/normal;random/array/normal
random/strided,Pseudorandom number generator strided array functions.,,,false,false,false,
random/strided/poisson,Fill a strided array with pseudorandom numbers drawn from a Poisson distribution.,random.strided.poisson,Function,false,false,false,random/base/poisson;random/array/poisson
random/strided/randu,Fill a strided array with uniformly distributed pseudorandom numbers between 0 and 1.,random.strided.randu,Function,false,false,false,random/base/randu;random/array/randu;random/strided/uniform
random/strided/rayleigh,Fill a strided array with pseudorandom numbers drawn from a Rayleigh distribution.,random.strided.rayleigh,Function,false,false,false,random/base/rayleigh;random/array/rayleigh
random/strided/t,Fill a strided array with pseudorandom numbers drawn from a Student's t distribution.,random.strided.t,Function,false,false,false,random/base/t;random/array/t
random/strided/tools/binary-factory,Create a factory function for filling strided arrays with pseudorandom values drawn from a binary PRNG.,,,false,false,false,
random/strided/tools,Pseudorandom number generator strided array function tools.,,,false,false,false,
random/strided/tools/ternary-factory,Create a factory function for filling strided arrays with pseudorandom values drawn from a ternary PRNG.,,,false,false,false,
random/strided/tools/unary-factory,Create a factory function for filling strided arrays with pseudorandom values drawn from a unary PRNG.,,,false,false,false,
random/strided/uniform,Fill a strided array with pseudorandom numbers drawn from a continuous uniform distribution.,random.strided.uniform,Function,false,false,false,random/base/uniform;random/array/uniform;random/strided/discrete-uniform
random/strided/weibull,Fill a strided array with pseudorandom numbers drawn from a Weibull distribution.,random.strided.weibull,Function,false,false,false,random/base/weibull;random/array/weibull
random/t,Generate pseudorandom numbers drawn from a Student's t-distribution.,,,false,false,false,
random/tools/binary-factory,Create a function for generating pseudorandom values drawn from a binary PRNG.,,,false,false,false,
random/tools/binary,Constructor for creating ndarrays filled with pseudorandom values drawn from a binary PRNG.,,,false,false,false,
random/tools,Pseudorandom number generator ndarray creation function tools.,,,false,false,false,
random/tools/ternary-factory,Create a function for generating pseudorandom values drawn from a ternary PRNG.,,,false,false,false,
random/tools/ternary,Constructor for creating ndarrays filled with pseudorandom values drawn from a ternary PRNG.,,,false,false,false,
random/tools/unary-factory,Create a function for generating pseudorandom values drawn from a unary PRNG.,,,false,false,false,
random/tools/unary,Constructor for creating ndarrays filled with pseudorandom values drawn from a unary PRNG.,,,false,false,false,
random/triangular,Generate pseudorandom numbers drawn from a triangular distribution.,,,false,false,false,
random/uniform,Generate pseudorandom numbers drawn from a continuous uniform distribution.,,,false,false,false,
random/weibull,Generate pseudorandom numbers drawn from a Weibull distribution.,,,false,false,false,
regexp/basename-posix,Return a regular expression to capture the last part of a POSIX path.,reBasenamePosix,Function,false,false,false,regexp/basename;regexp/basename-windows
regexp/basename-windows,Return a regular expression to capture the last part of a Windows path.,reBasenameWindows,Function,false,false,false,regexp/basename;regexp/basename-posix
regexp/basename,Return a regular expression to capture the last part of a path.,reBasename,Function,false,false,false,regexp/basename-posix;regexp/basename-windows
regexp/color-hexadecimal,Return a regular expression to match a hexadecimal color.,reColorHexadecimal,Function,false,false,false,
regexp/decimal-number,Return a regular expression to match a decimal number.,reDecimalNumber,Function,false,false,false,
regexp/dirname-posix,Return a regular expression to capture a POSIX path dirname.,reDirnamePosix,Function,false,false,false,regexp/dirname;regexp/dirname-windows;utils/dirname
regexp/dirname-windows,Return a regular expression to capture a Windows path dirname.,reDirnameWindows,Function,false,false,false,regexp/dirname;regexp/dirname-posix;utils/dirname
regexp/dirname,Return a regular expression to capture a path dirname.,reDirname,Function,false,false,false,regexp/dirname-posix;regexp/dirname-windows;utils/dirname
regexp/duration-string,Regular expression to match a duration string.,reDurationString,Function,false,false,false,
regexp/eol,Return a regular expression to match a newline character sequence.,reEOL,Function,false,false,false,
regexp/extended-length-path,Regular expression to detect an extended-length path.,reExtendedLengthPath,Function,false,false,false,
regexp/extname-posix,Return a regular expression to capture a POSIX filename extension.,reExtnamePosix,Function,false,false,false,regexp/extname;regexp/extname-windows;utils/extname
regexp/extname-windows,Return a regular expression to capture a Windows filename extension.,reExtnameWindows,Function,false,false,false,regexp/extname;regexp/extname-posix;utils/extname
regexp/extname,Return a regular expression to capture a filename extension.,reExtname,Function,false,false,false,regexp/extname-posix;regexp/extname-windows;utils/extname
regexp/filename-posix,Return a regular expression to split a POSIX filename.,reFilenamePosix,Function,false,false,false,regexp/filename;regexp/filename-windows
regexp/filename-windows,Return a regular expression to split a Windows filename.,reFilenameWindows,Function,false,false,false,regexp/filename;regexp/filename-posix
regexp/filename,Return a regular expression to split a filename.,reFilename,Function,false,false,false,regexp/filename-posix;regexp/filename-windows
regexp/function-name,Return a regular expression to capture a function name.,reFunctionName,Function,false,false,false,utils/function-name
regexp/native-function,Return a regular expression to match a native function.,reNativeFunction,Function,false,false,false,regexp/function-name;utils/function-name
regexp,Regular expressions.,,,false,false,false,
regexp/regexp,Return a regular expression to parse a regular expression string.,reRegExp,Function,false,false,false,utils/regexp-from-string
regexp/reviver,Revive a JSON-serialized regular expression.,reviveRegExp,Function,false,false,false,regexp/to-json
regexp/semver,Regular expression to match a semantic version string.,reSemVer,Function,false,false,false,assert/is-semver
regexp/to-json,Return a JSON representation of a regular expression.,regexp2json,Function,false,false,false,regexp/reviver
regexp/unc-path,Return a regular expression to parse a UNC path.,reUncPath,Function,false,false,false,assert/is-unc-path
regexp/utf16-surrogate-pair,Return a regular expression to match a UTF-16 surrogate pair.,reUtf16SurrogatePair,Function,false,false,false,regexp/utf16-unpaired-surrogate
regexp/utf16-unpaired-surrogate,Return a regular expression to match an unpaired UTF-16 surrogate.,reUtf16UnpairedSurrogate,Function,false,false,false,regexp/utf16-surrogate-pair
regexp/whitespace,Return a regular expression to match a white space character.,reWhitespace,Function,false,false,false,assert/is-whitespace
repl/code-blocks,Return an example associated with a provided alias.,,,true,false,false,
repl/help,Return help text associated with a provided alias.,,,true,false,false,
repl/info,Return abbreviated help text associated with a provided alias.,,,true,false,false,
repl,REPL environment.,,,true,false,false,
repl/presentation,REPL presentation.,,,true,false,false,
repl/server,REPL environment.,,,true,false,false,
repl/signature,Return the signature(s) associated with a provided alias.,,,true,false,false,
repl/typed-signature,Return the typed signature(s) associated with a provided alias.,,,true,false,false,
simulate/iter/awgn,Create an iterator which introduces additive white Gaussian noise.,iterawgn,Function,false,false,false,simulate/iter/awln;simulate/iter/awun
simulate/iter/awln,Create an iterator which introduces additive white Laplacian noise.,iterawln,Function,false,false,false,simulate/iter/awgn;simulate/iter/awun
simulate/iter/awun,Create an iterator which introduces additive white uniform noise.,iterawun,Function,false,false,false,simulate/iter/awgn;simulate/iter/awln
simulate/iter/bartlett-hann-pulse,Create an iterator which generates a Bartlett-Hann pulse waveform.,iterBartlettHannPulse,Function,false,false,false,simulate/iter/bartlett-pulse;simulate/iter/hann-pulse;simulate/iter/pulse;simulate/iter/triangle-wave
simulate/iter/bartlett-pulse,Create an iterator which generates a Bartlett pulse waveform.,iterBartlettPulse,Function,false,false,false,simulate/iter/bartlett-hann-pulse;simulate/iter/pulse;simulate/iter/triangle-wave
simulate/iter/cosine-wave,Create an iterator which generates a cosine wave.,iterCosineWave,Function,false,false,false,simulate/iter/pulse;simulate/iter/sawtooth-wave;simulate/iter/sine-wave;simulate/iter/square-wave;simulate/iter/triangle-wave
simulate/iter/dirac-comb,Create an iterator which generates a Dirac comb.,iterDiracComb,Function,false,false,false,simulate/iter/pulse
simulate/iter/flat-top-pulse,Create an iterator which generates a flat top pulse waveform.,iterFlatTopPulse,Function,false,false,false,simulate/iter/pulse
simulate/iter/hann-pulse,Create an iterator which generates a Hann pulse waveform.,iterHannPulse,Function,false,false,false,simulate/iter/bartlett-hann-pulse;simulate/iter/pulse;simulate/iter/sine-wave
simulate/iter/lanczos-pulse,Create an iterator which generates a Lanczos pulse waveform.,iterLanczosPulse,Function,false,false,false,simulate/iter/pulse;simulate/iter/periodic-sinc
simulate/iter,Simulation iterators.,,,false,false,false,
simulate/iter/periodic-sinc,Create an iterator which generates a periodic sinc waveform.,iterPeriodicSinc,Function,false,false,false,simulate/iter/sine-wave
simulate/iter/pulse,Create an iterator which generates a pulse waveform.,iterPulse,Function,false,false,false,simulate/iter/sawtooth-wave;simulate/iter/sine-wave;simulate/iter/square-wave;simulate/iter/triangle-wave
simulate/iter/sawtooth-wave,Create an iterator which generates a sawtooth wave.,iterSawtoothWave,Function,false,false,false,simulate/iter/pulse;simulate/iter/sine-wave;simulate/iter/square-wave;simulate/iter/triangle-wave
simulate/iter/sine-wave,Create an iterator which generates a sine wave.,iterSineWave,Function,false,false,false,simulate/iter/cosine-wave;simulate/iter/pulse;simulate/iter/sawtooth-wave;simulate/iter/square-wave;simulate/iter/triangle-wave
simulate/iter/square-wave,Create an iterator which generates a square wave.,iterSquareWave,Function,false,false,false,simulate/iter/pulse;simulate/iter/sawtooth-wave;simulate/iter/sine-wave;simulate/iter/triangle-wave
simulate/iter/triangle-wave,Create an iterator which generates a triangle wave.,iterTriangleWave,Function,false,false,false,simulate/iter/pulse;simulate/iter/sawtooth-wave;simulate/iter/sine-wave;simulate/iter/square-wave
simulate,Simulation utilities.,,,false,false,false,
slice/base/args2multislice,Create a MultiSlice object from a list of MultiSlice constructor arguments.,base.args2multislice,Function,false,false,false,
slice/base/int2slice,Convert an integer to a Slice object.,base.int2slice,Function,false,false,false,slice/base/seq2slice;slice/base/str2slice
slice/base/length,Compute the number of elements in a normalized slice.,base.sliceLength,Function,false,false,false,slice/base/nonreduced-dimensions;slice/base/reduced-dimensions;slice/base/shape
slice/base/nonreduced-dimensions,Return a list of non-reduced dimensions in an un-normalized multi-slice.,base.sliceNonReducedDimensions,Function,false,false,false,slice/base/length;slice/base/reduced-dimensions;slice/base/shape
slice/base/normalize-multi-slice,Normalize a MultiSlice object.,base.normalizeMultiSlice,Function,false,false,false,slice/base/normalize-slice
slice/base/normalize-slice,Normalize a Slice object.,base.normalizeSlice,Function,false,false,false,slice/base/normalize-multi-slice
slice/base,Base slice namespace.,,,false,false,false,
slice/base/reduced-dimensions,Return a list of reduced dimensions in an un-normalized multi-slice.,base.sliceReducedDimensions,Function,false,false,false,slice/base/length;slice/base/nonreduced-dimensions;slice/base/shape
slice/base/sargs2multislice,Create a MultiSlice object from a comma-separated list of string-serialized MultiSlice constructor arguments.,base.sargs2multislice,Function,false,false,false,slice/base/args2multislice;slice/base/seq2multislice
slice/base/seq2multislice,Convert a multidimensional subsequence string to a MultiSlice object.,base.seq2multislice,Function,false,false,false,slice/base/seq2slice;slice/base/sargs2multislice
slice/base/seq2slice,Convert a subsequence string to a Slice object.,base.seq2slice,Function,false,false,false,slice/base/seq2multislice;slice/base/slice2seq
slice/base/shape,Compute the shape of a normalized multi-slice.,base.sliceShape,Function,false,false,false,slice/base/length;slice/base/nonreduced-dimensions;slice/base/reduced-dimensions
slice/base/slice2seq,Convert a Slice object to a subsequence string.,base.slice2seq,Function,false,false,false,slice/base/seq2slice
slice/base/str2multislice,Parse a string-serialized MultiSlice object.,base.str2multislice,Function,false,false,false,slice/base/str2slice
slice/base/str2slice,Parse a string-serialized Slice object.,base.str2slice,Function,false,false,false,slice/base/str2multislice
slice/ctor,Slice constructor.,Slice,Function,false,false,false,ndarray/ctor;slice/multi
slice/multi,Multi-slice constructor.,MultiSlice,Function,false,false,false,ndarray/ctor;slice/ctor
slice,Slice.,,,false,false,false,
slice/seq2slice,Convert a subsequence string to a Slice object.,seq2slice,Function,false,false,false,slice/ctor
stats/anova1,Perform a one-way analysis of variance.,anova1,Function,false,false,false,
stats/array/max-by,Calculate the maximum value of an array via a callback function.,,,false,false,false,
stats/array/max,Calculate the maximum value of an array.,,,false,false,false,
stats/array/maxabs,Calculate the maximum absolute value of an array.,,,false,false,false,
stats/array/maxsorted,Calculate the maximum value of a sorted array.,,,false,false,false,
stats/array/mean,Calculate the arithmetic mean of an array.,,,false,false,false,
stats/array/meankbn,Calculate the arithmetic mean of an array using an improved Kahan–Babuška algorithm.,,,false,false,false,
stats/array/meankbn2,Calculate the arithmetic mean of an array using a second-order iterative Kahan–Babuška algorithm.,,,false,false,false,
stats/array/meanors,Calculate the arithmetic mean of an array using ordinary recursive summation.,,,false,false,false,
stats/array/meanpn,Calculate the arithmetic mean of an array using a two-pass error correction algorithm.,,,false,false,false,
stats/array/meanpw,Calculate the arithmetic mean of an array using pairwise summation.,,,false,false,false,
stats/array/meanwd,Calculate the arithmetic mean of an array using Welford's algorithm.,,,false,false,false,
stats/array/mediansorted,Calculate the median value of a sorted array.,,,false,false,false,
stats/array/midrange-by,Calculate the mid-range of an array via a callback function.,,,false,false,false,
stats/array/midrange,Calculate the mid-range of an array.,,,false,false,false,
stats/array/min-by,Calculate the minimum value of an array via a callback function.,,,false,false,false,
stats/array/min,Calculate the minimum value of an array.,,,false,false,false,
stats/array/minabs,Calculate the minimum absolute value of an array.,,,false,false,false,
stats/array/minsorted,Calculate the minimum value of a sorted array.,,,false,false,false,
stats/array/mskmax,Calculate the maximum value of an array according to a mask.,,,false,false,false,
stats/array/mskmaxabs,Calculate the maximum absolute value of an array according to a mask.,,,false,false,false,
stats/array/mskmidrange,Calculate the mid-range of an array according to a mask.,,,false,false,false,
stats/array/mskmin,Calculate the minimum value of an array according to a mask.,,,false,false,false,
stats/array/mskminabs,Calculate the minimum absolute value of an array according to a mask.,,,false,false,false,
stats/array/mskrange,Calculate the range of an array according to a mask.,,,false,false,false,
stats/array/nanmax-by,"Calculate the maximum value of an array via a callback function, ignoring NaN values.",,,false,false,false,
stats/array/nanmax,"Calculate the maximum value of an array, ignoring NaN values.",,,false,false,false,
stats/array/nanmaxabs,"Calculate the maximum absolute value of an array, ignoring NaN values.",,,false,false,false,
stats/array/nanmean,"Calculate the arithmetic mean of an array, ignoring NaN values.",,,false,false,false,
stats/array/nanmeanors,"Calculate the arithmetic mean of an array, ignoring NaN values and using ordinary recursive summation.",,,false,false,false,
stats/array/nanmeanpn,"Calculate the arithmetic mean of an array, ignoring NaN values and using a two-pass error correction algorithm.",,,false,false,false,
stats/array/nanmeanwd,"Calculate the arithmetic mean of an array, ignoring NaN values and using Welford's algorithm.",,,false,false,false,
stats/array/nanmidrange-by,"Calculate the mid-range of an array via a callback function, ignoring NaN values.",,,false,false,false,
stats/array/nanmidrange,"Calculate the mid-range of an array, ignoring NaN values.",,,false,false,false,
stats/array/nanmin-by,"Calculate the minimum value of an array via a callback function, ignoring NaN values.",,,false,false,false,
stats/array/nanmin,"Calculate the minimum value of an array, ignoring NaN values.",,,false,false,false,
stats/array/nanminabs,"Calculate the minimum absolute value of an array, ignoring NaN values.",,,false,false,false,
stats/array/nanmskmax,"Calculate the maximum value of an array according to a mask, ignoring NaN values.",,,false,false,false,
stats/array/nanmskmidrange,"Calculate the mid-range of an array according to a mask, ignoring NaN values.",,,false,false,false,
stats/array/nanmskmin,"Calculate the minimum value of an array according to a mask, ignoring NaN values.",,,false,false,false,
stats/array/nanmskrange,"Calculate the range of an array according to a mask, ignoring NaN values.",,,false,false,false,
stats/array/nanrange-by,"Calculate the range of an array via a callback function, ignoring NaN values.",,,false,false,false,
stats/array/nanrange,"Calculate the range of an array, ignoring NaN values.",,,false,false,false,
stats/array/nanstdev,Calculate the standard deviation of an array ignoring `NaN` values.,,,false,false,false,
stats/array/nanstdevch,Calculate the standard deviation of an array ignoring `NaN` values and using a one-pass trial mean algorithm.,,,false,false,false,
stats/array/nanstdevpn,Calculate the standard deviation of an array ignoring `NaN` values and using a two-pass algorithm.,,,false,false,false,
stats/array/nanstdevtk,Calculate the standard deviation of an array ignoring `NaN` values and using a one-pass textbook algorithm.,,,false,false,false,
stats/array/nanstdevwd,Calculate the standard deviation of an array ignoring `NaN` values and using Welford's algorithm.,,,false,false,false,
stats/array/nanstdevyc,Calculate the standard deviation of an array ignoring `NaN` values and using a one-pass algorithm proposed by Youngs and Cramer.,,,false,false,false,
stats/array/nanvariance,Calculate the variance of an array ignoring `NaN` values.,,,false,false,false,
stats/array/nanvariancech,Calculate the variance of an array ignoring `NaN` values and using a one-pass trial mean algorithm.,,,false,false,false,
stats/array/nanvariancepn,Calculate the variance of an array ignoring `NaN` values and using a two-pass algorithm.,,,false,false,false,
stats/array/nanvariancetk,Calculate the variance of an array ignoring `NaN` values and using a one-pass textbook algorithm.,,,false,false,false,
stats/array/nanvariancewd,Calculate the variance of an array ignoring `NaN` values and using Welford's algorithm.,,,false,false,false,
stats/array/nanvarianceyc,Calculate the variance of an array ignoring `NaN` values and using a one-pass algorithm proposed by Youngs and Cramer.,,,false,false,false,
stats/array,Statistical functions for arrays.,,,false,false,false,
stats/array/range-by,Calculate the range of an array via a callback function.,,,false,false,false,
stats/array/range,Calculate the range of an array.,,,false,false,false,
stats/array/rangeabs,Calculate the range of absolute values of an array.,,,false,false,false,
stats/array/stdev,Calculate the standard deviation of an array.,,,false,false,false,
stats/array/stdevch,Calculate the standard deviation of an array using a one-pass trial mean algorithm.,,,false,false,false,
stats/array/stdevpn,Calculate the standard deviation of an array using a two-pass algorithm.,,,false,false,false,
stats/array/stdevtk,Calculate the standard deviation of an array using a one-pass textbook algorithm.,,,false,false,false,
